[2017-09-24T17:59:54+0200] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_UNLOADED; game type NONE (11)
[2018-01-25T12:52:52+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T12:53:10+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T12:53:15+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T12:53:59+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T12:53:59+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T12:54:43+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T12:54:45+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T13:07:19+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T13:07:19+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:01:55+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:01:57+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:05:20+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:05:22+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:33:02+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:33:02+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:33:42+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:33:44+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_LOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:39:17+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_MAP_UNLOADED; game type ADVENTURE_MAIN (1)
[2018-01-25T19:39:17+0100] DFHack 0.43.05-r1-0-g2396392b on Windows; cwd md5: 04fe835296; save: region2; SC_WORLD_UNLOADED; game type ADVENTURE_MAIN (1)
